,Event.ID,Disease,Serotype,Region,Subregion,Country,Admin.level.1,Locality,Latitude,Longitude,Diagnosis.source,Diagnosis.status,Animal.type,Species,Observation.date,Report.date..dd.mm.yyyy.,Humans.affected,Human.deaths
0,390661,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Auvergne,143196THENEUILLE (03282),46.599988,2.89416,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,07/11/2024,14/11/2024,,
1,388877,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bourgogne,141432ÉPINAC (71190),46.99269,4.516878,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,09/10/2024,21/10/2024,,
2,387699,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Nord-Pas-de-Calais,140095 BOMY (62153) ,50.572162,2.235736,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/09/2024,27/09/2024,,
3,358420,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,Saint-Yaguen (40285),43.878213,-0.761322,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,10/07/2023,13/07/2023,,
4,358421,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Nord-Pas-de-Calais,Airon-Notre-Dame (62015),50.440585,1.677137,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,29/06/2023,13/07/2023,,
5,358422,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Centre,Saint-Germain-des-Prés (45279),47.979201,2.840444,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,27/06/2023,13/07/2023,,
6,356666,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,MONTESQUIOU (32285),43.600214,0.323634,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,12/06/2023,23/06/2023,,
7,355127,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,OB_119749 - IA20231147 - MIRAMONT-SENSACQ (40185) TYPE *,43.607,-0.313,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,30/05/2023,02/06/2023,,
8,355129,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_119747 - IA20231139 - SÉGOS (32424),43.63668,0.278339,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,30/05/2023,02/06/2023,,
9,355131,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_119685 - IA20231135 - MONTESQUIOU (32285),43.600635,0.319017,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,29/05/2023,02/06/2023,,
10,355132,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_119404 - IA20231127 - SAINT-GEIN (40259),43.814961,0.298641,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,27/05/2023,02/06/2023,,
11,355128,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_119748 - IA20231124 - LALANNE (65249),43.264434,0.574712,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,26/05/2023,02/06/2023,,
12,355130,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_119746 - IA20231125 - SAINT-ARAILLES (32360),43.609615,0.327517,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,26/05/2023,02/06/2023,,
13,355133,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,OB_119403 - IA20231111 - PUYOL-CAZALET (40239),43.60883,-0.41114,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,26/05/2023,02/06/2023,,
14,355136,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Centre,OB_119775 - IA20231140 - SAINT-FIRMIN-DES-BOIS (45275),47.97468,2.943899,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,26/05/2023,02/06/2023,,
15,355134,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_119402 - IA20231099 - SAUVIAC (32419),43.39862,0.454006,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,25/05/2023,02/06/2023,,
16,354658,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_119144 - IA20231072 - CASTELNAVET (32081),43.677918,0.123911,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,24/05/2023,26/05/2023,,
17,355135,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_119399 - IA20231085 - MONTESQUIOU (32285),43.604739,0.314916,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,24/05/2023,02/06/2023,,
18,354660,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,OB_119142 - IA20231035 - DUHORT-BACHEN (40091),43.714343,-0.340192,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,23/05/2023,26/05/2023,,
19,354661,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,OB_119141 - IA20231050 - CASTELNAU-TURSAN (40072),43.662737,-0.423022,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,23/05/2023,26/05/2023,,
20,354662,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,OB_119140 - IA20231051 - BONNUT (64135),43.53731,-0.766346,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,22/05/2023,26/05/2023,,
21,354666,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,OB_119025 - IA20231038 - CASTANDET (40070),43.792295,-0.346436,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,22/05/2023,26/05/2023,,
22,354667,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_119022 - IA20231042 - LUPIAC (32219),43.658618,0.192032,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,22/05/2023,26/05/2023,,
23,354670,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118968 - IA20231037 - SAINT-PIERRE-D'AUBÉZIES (32403),43.649212,0.163966,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,22/05/2023,26/05/2023,,
24,354671,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,OB_118967 - IA20231032 - MONTGAILLARD (40195),43.763138,-0.469321,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,22/05/2023,26/05/2023,,
25,354659,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_119143 - IA20231070 - BOURDALAT (40052),43.808711,-0.198354,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,21/05/2023,26/05/2023,,
26,354664,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_119112 - IA20231039 - VIELLA (32463),43.60359,-0.162227,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,21/05/2023,26/05/2023,,
27,354668,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,OB_119021 - IA20231036 - LARRIVIÈRE-SAINT-SAVIN (40145),43.752079,-0.436042,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,21/05/2023,26/05/2023,,
28,354669,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_119019 - IA20231040 - LABARTHÈTE (32170),43.633764,-0.156208,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,21/05/2023,26/05/2023,,
29,354672,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,OB_118966 - IA20230948 - CAZÈRES-SUR-L'ADOUR (40080),43.775061,-0.269493,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,21/05/2023,26/05/2023,,
30,354673,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118964 - IA20231029 - BEAUMARCHÉS (32036),43.566539,0.112422,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,21/05/2023,26/05/2023,,
31,354674,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118963 - IA20231021 - LE HOUGA (32155),43.755987,-0.200075,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,21/05/2023,26/05/2023,,
32,354675,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118962 - IA20231020 - AIGNAN (32001),43.680063,0.071631,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,21/05/2023,26/05/2023,,
33,354507,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,Ayzieu (32025),43.86304,-0.027087,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,20/05/2023,26/05/2023,,
34,353921,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118930 - IA20231019 - CAZAUBON (32096),43.934045,-0.09292,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,19/05/2023,19/05/2023,,
35,353922,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118929 - IA20231017 - CASTELNAVET (32081),43.664022,0.117062,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,19/05/2023,19/05/2023,,
36,354665,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_119111 - IA20231026 - MASSEUBE (32242),43.437217,0.561543,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,19/05/2023,26/05/2023,,
37,355782,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,AIRE-SUR-L'ADOUR (40001),43.742031,-0.239726,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,19/05/2023,13/06/2023,,
38,353916,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,OB_118937 - IA20231018 - SAINT-MAURICE-SUR-ADOUR (40275),43.805414,-0.466919,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/05/2023,19/05/2023,,
39,353917,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,OB_118936 - IA20231000 - MONTGAILLARD (40195),43.768249,-0.508702,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/05/2023,19/05/2023,,
40,353918,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,OB_118935 - IA20231002 - GRENADE-SUR-L'ADOUR (40117),43.798075,-0.399246,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/05/2023,19/05/2023,,
41,353920,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,OB_118933 - IA20230982 - SAINT-GEIN (40259),43.813708,-0.318257,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/05/2023,19/05/2023,,
42,353923,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118927 - IA20231016 - LELIN-LAPUJOLLE (32209),43.71177,-0.150139,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/05/2023,19/05/2023,,
43,353924,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118926 - IA20231012 - LOUBÉDAT (32214),43.749727,0.03858,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/05/2023,19/05/2023,,
44,353925,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118925 - IA20231010 - GÉE-RIVIÈRE (32145),43.678622,-0.192796,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/05/2023,19/05/2023,,
45,353926,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118924 - IA20230998 - LUPIAC (32219),43.70326,0.19112,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/05/2023,19/05/2023,,
46,353927,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118922 - IA20230994 - AYZIEU (32025),43.863081,-0.031569,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/05/2023,19/05/2023,,
47,353930,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118919 - IA20230987 - CASTILLON-DEBATS (32088),43.738835,0.196726,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/05/2023,19/05/2023,,
48,353919,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,OB_118934 - IA20230985 - CAZÈRES-SUR-L'ADOUR (40080),43.761301,-0.250431,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/05/2023,19/05/2023,,
49,353928,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118921 - IA20230990 - CASTILLON-DEBATS (32088),43.746868,0.243472,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/05/2023,19/05/2023,,
50,353929,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118920 - IA20230989 - LUPIAC (32219),43.706973,0.143871,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/05/2023,19/05/2023,,
51,353931,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118918 - IA20230986 - MONCLAR (32264),43.923572,-0.116298,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/05/2023,19/05/2023,,
52,353932,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118917 - IA20230984 - DÉMU (32115),43.747535,0.141815,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/05/2023,19/05/2023,,
53,353933,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118916 - IA20230979 - EAUZE (32119),43.844488,0.074881,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/05/2023,19/05/2023,,
54,353934,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118915 - IA20230975 - LUPIAC (32219),43.692932,0.15482,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/05/2023,19/05/2023,,
55,353935,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118914 - IA20230972 - POUYDRAGUIN (32325),43.651448,0.036164,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/05/2023,19/05/2023,,
56,353936,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118910 - IA20230971 - LOUBÉDAT (32214),43.736245,0.025592,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/05/2023,19/05/2023,,
57,353937,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118907 - IA20230970 - DÉMU (32115),43.743268,0.18325,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/05/2023,19/05/2023,,
58,353939,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,OB_118687 - IA20230962 - MAURRIN (40175),43.8141,-0.371873,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,16/05/2023,19/05/2023,,
59,353940,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,OB_118677 - IA20230955 - MAURRIN (40175),43.806471,-0.374939,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,16/05/2023,19/05/2023,,
60,353941,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118641 - IA20230967 - MANCIET (32227),43.831984,0.035579,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,16/05/2023,19/05/2023,,
61,353942,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118640 - IA20230965 - LE HOUGA (32155),43.760685,-0.197181,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,16/05/2023,19/05/2023,,
62,353938,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,OB_118717 - IA20230968 - HONTANX (40127),43.817372,-0.247225,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,15/05/2023,19/05/2023,,
63,353943,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118553 - IA20230954 - LOUBÉDAT (32214),43.733342,0.033264,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,15/05/2023,19/05/2023,,
64,353944,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118552 - IA20230952 - FUSTÉROUAU (32135),43.69287,0.002715,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,15/05/2023,19/05/2023,,
65,353945,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118551 - IA20230947 - POUYDRAGUIN (32325),43.667832,0.04828,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,15/05/2023,19/05/2023,,
66,353946,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,OB_118549 - IA20230923 - LE VIGNAU (40329),43.764881,-0.297957,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,12/05/2023,19/05/2023,,
67,353947,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118547 - IA20230944 - SALLES-D'ARMAGNAC (32408),43.819556,-0.040625,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,12/05/2023,19/05/2023,,
68,353948,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,OB_118546 - IA20230940 - LE VIGNAU (40329),43.771012,-0.294125,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,12/05/2023,19/05/2023,,
69,353949,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,OB_118545 - IA20230932 - SAINT-MARTIN-D'ARMAGNAC (32390),43.712864,-0.062137,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,12/05/2023,19/05/2023,,
70,353950,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,OB_118544 - IA20230930 - MAUCOR (64370),43.353284,-0.2739,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,12/05/2023,19/05/2023,,
71,353951,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,OB_118543 - IA20230929 - SAUVAGNON (64511),43.381641,-0.400003,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,12/05/2023,19/05/2023,,
72,353337,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,LAUJUZAN (32202),43.815149,-0.122646,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,10/05/2023,12/05/2023,,
73,353338,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,BENQUET (40037),43.813477,-0.488216,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,10/05/2023,12/05/2023,,
74,353339,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,CAZÈRES-SUR-L'ADOUR (40080),43.748429,-0.246122,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,10/05/2023,12/05/2023,,
75,353340,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,AIRE-SUR-L'ADOUR (40001),43.735306,-0.257578,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,10/05/2023,12/05/2023,,
76,353341,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,SALLES-D'ARMAGNAC (32408),43.81974,-0.04096,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,09/05/2023,12/05/2023,,
77,353342,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,SAINT-GRIÈDE (32380),43.718174,-0.084982,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,09/05/2023,12/05/2023,,
78,353343,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,SAINT-GRIÈDE (32380),43.719427,-0.098735,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,09/05/2023,12/05/2023,,
79,353345,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,TERMES-D'ARMAGNAC (32443),43.684441,-0.030684,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,09/05/2023,12/05/2023,,
80,353346,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,AIGNAN (32001),43.672442,0.08151,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,09/05/2023,12/05/2023,,
81,353347,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,POUYDRAGUIN (32325),43.66392,0.037589,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,09/05/2023,12/05/2023,,
82,353344,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,FUSTÉROUAU (32135),43.67551,0.005971,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,08/05/2023,12/05/2023,,
83,353352,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,POUYDRAGUIN (32325),43.649281,0.042248,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,08/05/2023,12/05/2023,,
84,353353,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,TERMES-D'ARMAGNAC (32443),43.659922,-0.008557,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,08/05/2023,12/05/2023,,
85,353354,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,POUYDRAGUIN (32325),43.649751,0.044682,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,08/05/2023,12/05/2023,,
86,353355,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,BORDÈRES-ET-LAMENSANS (40049),43.77875,-0.327684,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,07/05/2023,12/05/2023,,
87,353348,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,MANCIET (32227),43.814162,0.073721,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,05/05/2023,12/05/2023,,
88,353349,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,MANCIET (32227),43.810162,0.083663,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,05/05/2023,12/05/2023,,
89,353350,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,MANCIET (32227),43.798553,0.100028,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,05/05/2023,12/05/2023,,
90,353351,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,MANCIET (32227),43.804525,0.063887,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,05/05/2023,12/05/2023,,
91,353357,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,MANCIET (32227),43.811437,0.090634,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,04/05/2023,12/05/2023,,
92,353356,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,COULOUMÉ-MONDEBAT (32109),43.637623,0.09387,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,02/05/2023,12/05/2023,,
93,349161,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Centre,Saint-Aubin-des-Bois (28325),48.460134,1.310886,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,10/03/2023,24/03/2023,,
94,351914,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Centre,Saint-Aubin-des-Bois (28325),48.460134,1.310886,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,10/03/2023,26/04/2023,,
95,349326,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Centre,SAINT-MAURICE-SUR-AVEYRON (45292),47.858773,2.886873,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,09/03/2023,24/03/2023,,
96,347176,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees, Peyrecave (32314) ,43.987776,0.805344,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,22/02/2023,24/02/2023,,
97,347178,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bretagne, Senven-LÃ©hart (22335) ,48.438304,-3.067383,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,22/02/2023,24/02/2023,,
98,347179,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bretagne, Saint-PÃ©ver (22322) ,48.466678,-3.082941,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,22/02/2023,24/02/2023,,
99,347181,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bretagne, Saint-PÃ©ver (22322) ,48.467698,-3.066973,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,22/02/2023,24/02/2023,,
100,347177,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bretagne, Saint-Connan (22284) ,48.41938,-3.092655,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,21/02/2023,24/02/2023,,
101,347185,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bretagne, Senven-LÃ©hart (22335) ,48.43652,-3.0763,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,20/02/2023,24/02/2023,,
102,347182,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bretagne, Saint-Gilles-Pligeaux (22294) ,48.368249,-3.105446,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/02/2023,24/02/2023,,
103,347184,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bretagne,Saint-PÃ©ver (22322),48.465314,-3.075047,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/02/2023,24/02/2023,,
104,347115,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Nord-Pas-de-Calais, ThÃ©rouanne (62811) ,50.635118,2.259152,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,16/02/2023,24/02/2023,,
105,347180,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bretagne,Saint-Connan (22284),48.415811,-3.037782,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,16/02/2023,24/02/2023,,
106,347183,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees, Mansonville (82102) ,44.006705,0.83799,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,16/02/2023,24/02/2023,,
107,347172,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Nord-Pas-de-Calais, Bruille-Saint-Amand (59114) ,50.458409,3.526674,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,15/02/2023,24/02/2023,,
108,347122,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Basse-Normandie, Saint-Laurent-de-Terregatte (50500) ,48.550102,-1.247095,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,13/02/2023,24/02/2023,,
109,347116,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bourgogne, Vic-de-Chassenay (21676) ,47.453307,4.270387,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,10/02/2023,24/02/2023,,
110,343740,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bretagne,Prat (22254),48.673643,-3.31673,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,31/01/2023,03/02/2023,,
111,343739,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bretagne, Saint-Connan (22284) ,48.405573,-3.10194,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,30/01/2023,03/02/2023,,
